,번호,정답,난이도,배점,정답률,선지1,선지2,선지3,선지4,선지5,시험과목,시험일,시험구분
2613,4,1,중,3,73%,73%,5%,6%,7%,8%,확률과통계,2021.03.25,학력평가
2614,5,2,중하,3,84%,3%,84%,6%,3%,4%,확률과통계,2021.03.25,학력평가
2615,6,5,중하,3,80%,4%,4%,7%,6%,80%,확률과통계,2021.03.25,학력평가
2616,7,5,중,3,79%,4%,4%,7%,6%,79%,확률과통계,2021.03.25,학력평가
2617,8,4,중,3,77%,5%,5%,7%,77%,6%,확률과통계,2021.03.25,학력평가
2618,9,3,중,4,65%,6%,11%,65%,14%,6%,확률과통계,2021.03.25,학력평가
2619,10,5,중,4,65%,5%,7%,12%,11%,65%,확률과통계,2021.03.25,학력평가
2620,11,4,중,4,60%,8%,9%,17%,60%,6%,확률과통계,2021.03.25,학력평가
2621,12,3,중,4,61%,6%,15%,61%,12%,6%,확률과통계,2021.03.25,학력평가
2622,13,3,상,4,47%,11%,16%,47%,16%,10%,확률과통계,2021.03.25,학력평가
2623,14,1,중상,4,50%,50%,11%,15%,16%,8%,확률과통계,2021.03.25,학력평가
2624,15,2,최상,4,27%,7%,27%,20%,9%,37%,확률과통계,2021.03.25,학력평가
2625,16,10,중,3,74%,26% (주관식),,,,,확률과통계,2021.03.25,학력평가
2626,17,6,중,3,61%,39% (주관식),,,,,확률과통계,2021.03.25,학력평가
2627,18,9,중,3,68%,32% (주관식),,,,,확률과통계,2021.03.25,학력평가
2628,19,162,상,3,49%,51% (주관식),,,,,확률과통계,2021.03.25,학력평가
2629,20,8,상,4,30%,70% (주관식),,,,,확률과통계,2021.03.25,학력평가
2630,21,15,최상,4,9%,91% (주관식),,,,,확률과통계,2021.03.25,학력평가
2631,22,16,최상,4,9%,91% (주관식),,,,,확률과통계,2021.03.25,학력평가
2632,23,3,중하,2,86%,5%,3%,86%,4%,2%,확률과통계,2021.03.25,학력평가
2633,24,4,중하,3,86%,5%,3%,4%,86%,2%,확률과통계,2021.03.25,학력평가
2634,25,2,중하,3,86%,3%,86%,4%,4%,3%,확률과통계,2021.03.25,학력평가
2635,26,1,중,3,77%,77%,5%,6%,8%,4%,확률과통계,2021.03.25,학력평가
2636,27,5,중,3,68%,9%,5%,10%,8%,68%,확률과통계,2021.03.25,학력평가
2637,28,3,중,4,60%,8%,9%,60%,12%,11%,확률과통계,2021.03.25,학력평가
2638,29,55,상,4,36%,64% (주관식),,,,,확률과통계,2021.03.25,학력평가
2639,30,97,최상,4,15%,85% (주관식),,,,,확률과통계,2021.03.25,학력평가
2640,1,2,하,2,94%,3%,94%,1%,1%,1%,미적분,2021.03.25,학력평가
2641,2,1,하,2,94%,94%,2%,2%,1%,1%,미적분,2021.03.25,학력평가
2642,3,4,중하,3,88%,4%,4%,3%,88%,1%,미적분,2021.03.25,학력평가
2643,4,1,중하,3,84%,84%,3%,3%,3%,6%,미적분,2021.03.25,학력평가
2644,5,2,하,3,91%,2%,91%,3%,2%,2%,미적분,2021.03.25,학력평가
2645,6,5,하,3,90%,3%,2%,3%,2%,90%,미적분,2021.03.25,학력평가
2646,7,5,중하,3,89%,2%,3%,4%,3%,89%,미적분,2021.03.25,학력평가
2647,8,4,중하,3,88%,3%,2%,3%,88%,4%,미적분,2021.03.25,학력평가
2648,9,3,중하,4,81%,4%,6%,81%,6%,3%,미적분,2021.03.25,학력평가
2649,10,5,중하,4,84%,3%,3%,5%,4%,84%,미적분,2021.03.25,학력평가
2650,11,4,중하,4,81%,4%,5%,7%,81%,3%,미적분,2021.03.25,학력평가
2651,12,3,중,4,79%,3%,10%,79%,5%,3%,미적분,2021.03.25,학력평가
2652,13,3,중,4,66%,8%,11%,66%,9%,6%,미적분,2021.03.25,학력평가
2653,14,1,중,4,74%,74%,6%,8%,8%,4%,미적분,2021.03.25,학력평가
2654,15,2,상,4,45%,5%,45%,14%,5%,31%,미적분,2021.03.25,학력평가
2655,16,10,중하,3,87%,13% (주관식),,,,,미적분,2021.03.25,학력평가
2656,17,6,중,3,78%,22% (주관식),,,,,미적분,2021.03.25,학력평가
2657,18,9,중하,3,85%,15% (주관식),,,,,미적분,2021.03.25,학력평가
2658,19,162,중,3,67%,33% (주관식),,,,,미적분,2021.03.25,학력평가
2659,20,8,중상,4,53%,47% (주관식),,,,,미적분,2021.03.25,학력평가
2660,21,15,최상,4,22%,78% (주관식),,,,,미적분,2021.03.25,학력평가
2661,22,16,최상,4,20%,80% (주관식),,,,,미적분,2021.03.25,학력평가
2662,23,5,하,2,92%,3%,2%,2%,1%,92%,미적분,2021.03.25,학력평가
2663,24,1,중하,3,88%,88%,4%,3%,3%,2%,미적분,2021.03.25,학력평가
2664,25,4,중하,3,80%,3%,6%,8%,80%,2%,미적분,2021.03.25,학력평가
2665,26,2,중하,3,82%,4%,82%,5%,7%,2%,미적분,2021.03.25,학력평가
2666,27,3,중,3,61%,8%,11%,61%,11%,9%,미적분,2021.03.25,학력평가
2667,28,3,중,4,68%,7%,8%,68%,9%,7%,미적분,2021.03.25,학력평가
2668,29,12,최상,4,25%,75% (주관식),,,,,미적분,2021.03.25,학력평가
2669,30,5,최상,4,19%,81% (주관식),,,,,미적분,2021.03.25,학력평가
2670,1,2,하,2,93%,3%,93%,2%,1%,1%,기하,2021.03.25,학력평가
2671,2,1,하,2,92%,92%,3%,2%,2%,1%,기하,2021.03.25,학력평가
2672,3,4,중하,3,84%,5%,6%,4%,84%,1%,기하,2021.03.25,학력평가
2673,4,1,중하,3,80%,80%,4%,4%,5%,7%,기하,2021.03.25,학력평가
2674,5,2,중하,3,89%,3%,89%,4%,2%,2%,기하,2021.03.25,학력평가
2675,6,5,중하,3,87%,3%,2%,4%,3%,87%,기하,2021.03.25,학력평가
2676,7,5,중하,3,85%,3%,4%,5%,3%,85%,기하,2021.03.25,학력평가
2677,8,4,중하,3,84%,4%,3%,5%,84%,4%,기하,2021.03.25,학력평가
2678,9,3,중,4,76%,5%,7%,76%,9%,4%,기하,2021.03.25,학력평가
2679,10,5,중,4,78%,4%,4%,7%,6%,78%,기하,2021.03.25,학력평가
2680,11,4,중,4,75%,6%,6%,10%,75%,4%,기하,2021.03.25,학력평가
2681,12,3,중,4,73%,5%,12%,73%,6%,4%,기하,2021.03.25,학력평가
2682,13,3,중상,4,59%,9%,14%,59%,11%,7%,기하,2021.03.25,학력평가
2683,14,1,중,4,64%,64%,9%,11%,11%,5%,기하,2021.03.25,학력평가
2684,15,2,상,4,42%,8%,42%,15%,6%,30%,기하,2021.03.25,학력평가
2685,16,10,중하,3,83%,17% (주관식),,,,,기하,2021.03.25,학력평가
2686,17,6,중,3,72%,28% (주관식),,,,,기하,2021.03.25,학력평가
2687,18,9,중,3,78%,22% (주관식),,,,,기하,2021.03.25,학력평가
2688,19,162,중,3,61%,39% (주관식),,,,,기하,2021.03.25,학력평가
2689,20,8,상,4,47%,53% (주관식),,,,,기하,2021.03.25,학력평가
2690,21,15,최상,4,20%,80% (주관식),,,,,기하,2021.03.25,학력평가
2691,22,16,최상,4,14%,86% (주관식),,,,,기하,2021.03.25,학력평가
2692,23,3,중하,2,89%,5%,3%,89%,2%,2%,기하,2021.03.25,학력평가
2693,24,1,중하,3,86%,86%,5%,4%,4%,2%,기하,2021.03.25,학력평가
2694,25,2,중하,3,86%,3%,86%,5%,4%,2%,기하,2021.03.25,학력평가
2695,26,4,중,3,78%,4%,7%,7%,78%,4%,기하,2021.03.25,학력평가
2696,27,3,중,3,70%,6%,7%,70%,10%,6%,기하,2021.03.25,학력평가
2697,28,5,중,4,66%,7%,7%,10%,10%,66%,기하,2021.03.25,학력평가
2698,29,12,중상,4,55%,45% (주관식),,,,,기하,2021.03.25,학력평가
2699,30,15,상,4,32%,68% (주관식),,,,,기하,2021.03.25,학력평가
2700,1,3,하,2,96%,2%,1%,96%,1%,1%,수학(가),2020.12.03,수능
2701,2,2,하,2,94%,3%,94%,1%,1%,1%,수학(가),2020.12.03,수능
2702,3,1,하,2,90%,90%,2%,1%,1%,6%,수학(가),2020.12.03,수능
2703,4,4,하,3,95%,1%,1%,1%,95%,1%,수학(가),2020.12.03,수능
2704,5,5,하,3,95%,2%,1%,1%,2%,95%,수학(가),2020.12.03,수능
2705,6,2,하,3,93%,2%,93%,2%,2%,1%,수학(가),2020.12.03,수능
2706,7,1,하,3,94%,94%,1%,2%,1%,1%,수학(가),2020.12.03,수능
2707,8,2,하,3,92%,1%,92%,2%,2%,2%,수학(가),2020.12.03,수능
2708,9,4,하,3,91%,2%,2%,1%,91%,3%,수학(가),2020.12.03,수능
2709,10,2,하,3,92%,2%,92%,2%,2%,2%,수학(가),2020.12.03,수능
2710,11,1,중,3,79%,79%,3%,5%,7%,5%,수학(가),2020.12.03,수능
2711,12,4,중하,3,88%,2%,3%,4%,88%,3%,수학(가),2020.12.03,수능
2712,13,3,중,3,78%,2%,2%,78%,4%,15%,수학(가),2020.12.03,수능
2713,14,3,중,4,69%,6%,4%,69%,12%,9%,수학(가),2020.12.03,수능
2714,15,2,중,4,77%,4%,77%,5%,5%,8%,수학(가),2020.12.03,수능
2715,16,5,중하,4,83%,4%,3%,5%,5%,83%,수학(가),2020.12.03,수능
2716,17,3,중,4,64%,8%,7%,64%,13%,8%,수학(가),2020.12.03,수능
2717,18,3,중,4,79%,5%,5%,79%,6%,5%,수학(가),2020.12.03,수능
2718,19,5,중,4,69%,7%,7%,10%,8%,69%,수학(가),2020.12.03,수능
2719,20,5,상,4,39%,24%,6%,11%,20%,39%,수학(가),2020.12.03,수능
2720,21,2,상,4,48%,10%,48%,9%,21%,12%,수학(가),2020.12.03,수능
2721,22,15,하,3,91%,9% (주관식),,,,,수학(가),2020.12.03,수능
2722,23,8,중하,3,89%,11% (주관식),,,,,수학(가),2020.12.03,수능
2723,24,60,중,3,78%,22% (주관식),,,,,수학(가),2020.12.03,수능
2724,25,160,중하,3,80%,20% (주관식),,,,,수학(가),2020.12.03,수능
2725,26,36,중,4,78%,22% (주관식),,,,,수학(가),2020.12.03,수능
2726,27,13,상,4,45%,55% (주관식),,,,,수학(가),2020.12.03,수능
2727,28,72,상,4,34%,66% (주관식),,,,,수학(가),2020.12.03,수능
2728,29,201,최상,4,22%,78% (주관식),,,,,수학(가),2020.12.03,수능
2729,30,29,최상,4,11%,89% (주관식),,,,,수학(가),2020.12.03,수능
2730,1,4,하,2,94%,2%,2%,2%,94%,1%,수학(나),2020.12.03,수능
2731,2,4,하,2,90%,1%,3%,3%,90%,3%,수학(나),2020.12.03,수능
2732,3,3,하,2,94%,2%,2%,94%,2%,1%,수학(나),2020.12.03,수능
2733,4,2,하,3,90%,2%,90%,3%,4%,2%,수학(나),2020.12.03,수능
2734,5,2,중하,3,83%,3%,83%,5%,7%,3%,수학(나),2020.12.03,수능
2735,6,1,하,3,93%,93%,2%,2%,2%,1%,수학(나),2020.12.03,수능
2736,7,5,중하,3,85%,5%,2%,3%,5%,85%,수학(나),2020.12.03,수능
2737,8,2,중하,3,88%,2%,88%,3%,3%,4%,수학(나),2020.12.03,수능
2738,9,1,중하,3,80%,80%,5%,7%,5%,3%,수학(나),2020.12.03,수능
2739,10,5,중하,3,87%,2%,3%,3%,4%,87%,수학(나),2020.12.03,수능
2740,11,4,중하,3,83%,4%,4%,6%,83%,3%,수학(나),2020.12.03,수능
2741,12,2,중하,3,81%,4%,81%,6%,6%,4%,수학(나),2020.12.03,수능
2742,13,5,중,3,70%,11%,4%,9%,7%,70%,수학(나),2020.12.03,수능
2743,14,3,중하,4,83%,4%,5%,83%,6%,3%,수학(나),2020.12.03,수능
2744,15,3,중하,4,85%,4%,3%,85%,5%,3%,수학(나),2020.12.03,수능
2745,16,2,중,4,69%,7%,69%,6%,13%,5%,수학(나),2020.12.03,수능
2746,17,1,중,4,69%,69%,5%,7%,14%,5%,수학(나),2020.12.03,수능
2747,18,3,중상,4,50%,3%,2%,50%,8%,36%,수학(나),2020.12.03,수능
2748,19,4,중,4,67%,6%,6%,12%,67%,8%,수학(나),2020.12.03,수능
2749,20,4,최상,4,24%,18%,17%,18%,24%,23%,수학(나),2020.12.03,수능
2750,21,3,중상,4,51%,12%,7%,51%,16%,15%,수학(나),2020.12.03,수능
2751,22,24,중하,3,87%,13% (주관식),,,,,수학(나),2020.12.03,수능
2752,23,12,중하,3,89%,11% (주관식),,,,,수학(나),2020.12.03,수능
2753,24,2,중하,3,86%,14% (주관식),,,,,수학(나),2020.12.03,수능
2754,25,15,중,3,76%,24% (주관식),,,,,수학(나),2020.12.03,수능
2755,26,6,중,4,69%,31% (주관식),,,,,수학(나),2020.12.03,수능
2756,27,36,중,4,72%,28% (주관식),,,,,수학(나),2020.12.03,수능
2757,28,21,중,4,61%,39% (주관식),,,,,수학(나),2020.12.03,수능
2758,29,587,최상,4,26%,74% (주관식),,,,,수학(나),2020.12.03,수능
2759,30,39,최상,4,8%,92% (주관식),,,,,수학(나),2020.12.03,수능
2760,1,3,하,2,96%,2%,1%,96%,1%,0%,수학(가),2020.10.27,학력평가
2761,2,2,하,2,95%,2%,95%,2%,1%,1%,수학(가),2020.10.27,학력평가
2762,3,2,하,2,95%,2%,95%,1%,1%,1%,수학(가),2020.10.27,학력평가
2763,4,5,하,3,92%,2%,1%,2%,2%,92%,수학(가),2020.10.27,학력평가
2764,5,1,하,3,95%,95%,1%,1%,1%,1%,수학(가),2020.10.27,학력평가
2765,6,1,하,3,93%,93%,3%,1%,2%,1%,수학(가),2020.10.27,학력평가
2766,7,4,하,3,93%,2%,2%,1%,93%,2%,수학(가),2020.10.27,학력평가
2767,8,3,하,3,93%,2%,2%,93%,3%,1%,수학(가),2020.10.27,학력평가
2768,9,4,하,3,93%,2%,2%,2%,93%,1%,수학(가),2020.10.27,학력평가
2769,10,4,하,3,92%,3%,1%,2%,92%,1%,수학(가),2020.10.27,학력평가
2770,11,5,중,3,77%,3%,5%,9%,5%,77%,수학(가),2020.10.27,학력평가
2771,12,3,중하,3,83%,5%,7%,83%,3%,2%,수학(가),2020.10.27,학력평가
2772,13,5,중하,3,87%,2%,3%,4%,2%,87%,수학(가),2020.10.27,학력평가
2773,14,4,중,4,74%,3%,17%,4%,74%,3%,수학(가),2020.10.27,학력평가
2774,15,5,중,4,69%,7%,9%,7%,8%,69%,수학(가),2020.10.27,학력평가
2775,16,1,중,4,62%,62%,10%,12%,10%,5%,수학(가),2020.10.27,학력평가
2776,17,1,중,4,78%,78%,4%,7%,7%,4%,수학(가),2020.10.27,학력평가
2777,18,2,중하,4,81%,5%,81%,8%,4%,3%,수학(가),2020.10.27,학력평가
2778,19,3,중,4,65%,7%,9%,65%,10%,8%,수학(가),2020.10.27,학력평가
2779,20,2,상,4,42%,8%,42%,18%,4%,29%,수학(가),2020.10.27,학력평가
2780,21,4,중상,4,56%,9%,15%,11%,56%,9%,수학(가),2020.10.27,학력평가
2781,22,3,하,3,93%,7% (주관식),,,,,수학(가),2020.10.27,학력평가
2782,23,300,중하,3,88%,12% (주관식),,,,,수학(가),2020.10.27,학력평가
2783,24,48,중하,3,80%,20% (주관식),,,,,수학(가),2020.10.27,학력평가
2784,25,64,중하,3,82%,18% (주관식),,,,,수학(가),2020.10.27,학력평가
2785,26,5,중하,4,83%,17% (주관식),,,,,수학(가),2020.10.27,학력평가
2786,27,7,중하,4,80%,20% (주관식),,,,,수학(가),2020.10.27,학력평가
2787,28,37,중상,4,55%,45% (주관식),,,,,수학(가),2020.10.27,학력평가
2788,29,525,상,4,30%,70% (주관식),,,,,수학(가),2020.10.27,학력평가
2789,30,25,최상,4,15%,85% (주관식),,,,,수학(가),2020.10.27,학력평가
2790,1,2,하,2,90%,3%,90%,2%,2%,3%,수학(나),2020.10.27,학력평가
2791,2,3,중하,2,89%,3%,3%,89%,3%,1%,수학(나),2020.10.27,학력평가
2792,3,1,중하,2,88%,88%,2%,4%,3%,2%,수학(나),2020.10.27,학력평가
2793,4,4,중하,3,87%,5%,3%,4%,87%,2%,수학(나),2020.10.27,학력평가
2794,5,4,하,3,92%,2%,2%,2%,92%,2%,수학(나),2020.10.27,학력평가
2795,6,5,하,3,91%,2%,2%,3%,2%,91%,수학(나),2020.10.27,학력평가
2796,7,2,중,3,75%,5%,75%,10%,6%,3%,수학(나),2020.10.27,학력평가
2797,8,5,중하,3,85%,2%,3%,5%,4%,85%,수학(나),2020.10.27,학력평가
2798,9,4,중하,3,89%,3%,3%,3%,89%,3%,수학(나),2020.10.27,학력평가
2799,10,3,중하,3,84%,3%,5%,84%,5%,3%,수학(나),2020.10.27,학력평가
2800,11,4,중하,3,85%,3%,4%,5%,85%,3%,수학(나),2020.10.27,학력평가
2801,12,5,중,3,72%,2%,14%,5%,7%,72%,수학(나),2020.10.27,학력평가
2802,13,1,중,3,78%,78%,5%,6%,8%,3%,수학(나),2020.10.27,학력평가
2803,14,2,중,4,76%,5%,76%,9%,6%,4%,수학(나),2020.10.27,학력평가
2804,15,5,하,4,100%,0%,0%,0%,0%,100%,수학(나),2020.10.27,학력평가
2805,16,3,중,4,64%,6%,10%,64%,9%,11%,수학(나),2020.10.27,학력평가
2806,17,1,중,4,64%,64%,11%,7%,14%,4%,수학(나),2020.10.27,학력평가
2807,18,3,중상,4,59%,8%,11%,59%,14%,7%,수학(나),2020.10.27,학력평가
2808,19,1,상,4,47%,47%,14%,9%,19%,10%,수학(나),2020.10.27,학력평가
2809,20,2,상,4,46%,10%,46%,18%,14%,13%,수학(나),2020.10.27,학력평가
2810,21,5,중,4,66%,4%,9%,15%,6%,66%,수학(나),2020.10.27,학력평가
2811,22,9,중하,3,87%,13% (주관식),,,,,수학(나),2020.10.27,학력평가
2812,23,15,중,3,78%,22% (주관식),,,,,수학(나),2020.10.27,학력평가
2813,24,24,중,3,71%,29% (주관식),,,,,수학(나),2020.10.27,학력평가
2814,25,257,중,3,69%,31% (주관식),,,,,수학(나),2020.10.27,학력평가
2815,26,10,상,4,37%,63% (주관식),,,,,수학(나),2020.10.27,학력평가
2816,27,84,상,4,37%,63% (주관식),,,,,수학(나),2020.10.27,학력평가
2817,28,160,최상,4,28%,72% (주관식),,,,,수학(나),2020.10.27,학력평가
2818,29,135,최상,4,13%,87% (주관식),,,,,수학(나),2020.10.27,학력평가
2819,30,80,최상,4,14%,86% (주관식),,,,,수학(나),2020.10.27,학력평가
2820,1,2,하,2,96%,2%,96%,1%,1%,0%,수학(가),2020.09.16,모의평가
2821,2,4,하,2,95%,1%,2%,1%,95%,1%,수학(가),2020.09.16,모의평가
2822,3,5,하,2,94%,1%,2%,2%,1%,94%,수학(가),2020.09.16,모의평가
2823,4,2,중하,3,88%,5%,88%,2%,1%,4%,수학(가),2020.09.16,모의평가
2824,5,3,중하,3,89%,5%,3%,89%,2%,2%,수학(가),2020.09.16,모의평가
2825,6,1,중하,3,89%,89%,4%,4%,2%,2%,수학(가),2020.09.16,모의평가
2826,7,5,하,3,91%,2%,1%,2%,4%,91%,수학(가),2020.09.16,모의평가
2827,8,3,중하,3,89%,3%,4%,89%,3%,1%,수학(가),2020.09.16,모의평가
2828,9,4,하,3,95%,2%,1%,1%,95%,1%,수학(가),2020.09.16,모의평가
2829,10,4,중하,3,87%,2%,2%,4%,87%,5%,수학(가),2020.09.16,모의평가
2830,11,1,하,3,92%,92%,2%,3%,2%,2%,수학(가),2020.09.16,모의평가
2831,12,5,중하,3,89%,2%,3%,3%,3%,89%,수학(가),2020.09.16,모의평가
2832,13,4,하,3,92%,2%,2%,3%,92%,2%,수학(가),2020.09.16,모의평가
2833,14,3,중하,4,88%,3%,5%,88%,3%,2%,수학(가),2020.09.16,모의평가
2834,15,3,중하,4,86%,3%,5%,86%,4%,2%,수학(가),2020.09.16,모의평가
2835,16,5,중하,4,86%,3%,3%,4%,4%,86%,수학(가),2020.09.16,모의평가
2836,17,3,중하,4,85%,4%,4%,85%,4%,4%,수학(가),2020.09.16,모의평가
2837,18,2,중상,4,52%,6%,52%,9%,3%,31%,수학(가),2020.09.16,모의평가
2838,19,2,중,4,73%,6%,73%,6%,9%,5%,수학(가),2020.09.16,모의평가
2839,20,1,중,4,61%,61%,13%,9%,10%,5%,수학(가),2020.09.16,모의평가
2840,21,2,상,4,32%,20%,32%,12%,27%,9%,수학(가),2020.09.16,모의평가
2841,22,24,하,3,92%,8% (주관식),,,,,수학(가),2020.09.16,모의평가
2842,23,2,하,3,91%,9% (주관식),,,,,수학(가),2020.09.16,모의평가
2843,24,12,하,3,90%,10% (주관식),,,,,수학(가),2020.09.16,모의평가
2844,25,242,중,3,76%,24% (주관식),,,,,수학(가),2020.09.16,모의평가
2845,26,121,중,4,73%,27% (주관식),,,,,수학(가),2020.09.16,모의평가
2846,27,9,중하,4,80%,20% (주관식),,,,,수학(가),2020.09.16,모의평가
2847,28,23,상,4,33%,67% (주관식),,,,,수학(가),2020.09.16,모의평가
2848,29,168,상,4,34%,66% (주관식),,,,,수학(가),2020.09.16,모의평가
2849,30,43,최상,4,12%,88% (주관식),,,,,수학(가),2020.09.16,모의평가
2850,1,2,하,2,92%,3%,92%,3%,2%,1%,수학(나),2020.09.16,모의평가
2851,2,1,하,2,93%,93%,2%,2%,2%,1%,수학(나),2020.09.16,모의평가
2852,3,4,중하,2,85%,3%,4%,4%,85%,3%,수학(나),2020.09.16,모의평가
2853,4,2,하,3,92%,2%,92%,3%,3%,1%,수학(나),2020.09.16,모의평가
2854,5,5,중하,3,86%,2%,5%,4%,3%,86%,수학(나),2020.09.16,모의평가
2855,6,5,중하,3,89%,2%,2%,3%,4%,89%,수학(나),2020.09.16,모의평가
2856,7,3,하,3,91%,2%,3%,91%,2%,2%,수학(나),2020.09.16,모의평가
2857,8,2,중하,3,80%,6%,80%,6%,4%,5%,수학(나),2020.09.16,모의평가
2858,9,3,중하,3,84%,3%,3%,84%,6%,3%,수학(나),2020.09.16,모의평가
2859,10,4,중하,3,88%,3%,4%,4%,88%,2%,수학(나),2020.09.16,모의평가
2860,11,1,중하,3,86%,86%,3%,4%,4%,2%,수학(나),2020.09.16,모의평가
2861,12,3,중,3,75%,4%,9%,75%,8%,4%,수학(나),2020.09.16,모의평가
2862,13,3,중하,3,83%,3%,5%,83%,6%,3%,수학(나),2020.09.16,모의평가
2863,14,4,중하,4,89%,3%,2%,4%,89%,2%,수학(나),2020.09.16,모의평가
2864,15,4,중,4,78%,4%,6%,7%,78%,6%,수학(나),2020.09.16,모의평가
2865,16,5,중,4,67%,5%,8%,11%,9%,67%,수학(나),2020.09.16,모의평가
2866,17,1,중,4,68%,68%,7%,14%,6%,5%,수학(나),2020.09.16,모의평가
2867,18,2,중상,4,53%,7%,53%,21%,9%,11%,수학(나),2020.09.16,모의평가
2868,19,5,중상,4,54%,10%,10%,13%,13%,54%,수학(나),2020.09.16,모의평가
2869,20,3,상,4,30%,15%,21%,30%,21%,13%,수학(나),2020.09.16,모의평가
2870,21,2,최상,4,29%,17%,29%,14%,20%,20%,수학(나),2020.09.16,모의평가
2871,22,24,중하,3,87%,13% (주관식),,,,,수학(나),2020.09.16,모의평가
2872,23,8,중하,3,86%,14% (주관식),,,,,수학(나),2020.09.16,모의평가
2873,24,2,중하,3,87%,13% (주관식),,,,,수학(나),2020.09.16,모의평가
2874,25,41,중상,3,51%,49% (주관식),,,,,수학(나),2020.09.16,모의평가
2875,26,12,중,4,75%,25% (주관식),,,,,수학(나),2020.09.16,모의평가
2876,27,121,상,4,49%,51% (주관식),,,,,수학(나),2020.09.16,모의평가
2877,28,5,중상,4,53%,47% (주관식),,,,,수학(나),2020.09.16,모의평가
2878,29,168,최상,4,17%,83% (주관식),,,,,수학(나),2020.09.16,모의평가
2879,30,105,최상,4,9%,91% (주관식),,,,,수학(나),2020.09.16,모의평가
2880,1,3,하,2,93%,3%,2%,93%,1%,1%,수학(가),2020.07.22,학력평가
2881,2,5,중하,2,84%,8%,2%,5%,2%,84%,수학(가),2020.07.22,학력평가
2882,3,1,하,2,95%,95%,1%,2%,2%,1%,수학(가),2020.07.22,학력평가
2883,4,4,중하,3,87%,3%,2%,3%,87%,4%,수학(가),2020.07.22,학력평가
2884,5,1,하,3,91%,91%,2%,2%,2%,4%,수학(가),2020.07.22,학력평가
2885,6,2,하,3,91%,3%,91%,3%,3%,1%,수학(가),2020.07.22,학력평가
2886,7,5,중하,3,89%,2%,2%,2%,5%,89%,수학(가),2020.07.22,학력평가
2887,8,2,하,3,91%,2%,91%,3%,2%,1%,수학(가),2020.07.22,학력평가
2888,9,4,중하,3,84%,2%,3%,10%,84%,2%,수학(가),2020.07.22,학력평가
2889,10,3,하,3,90%,3%,3%,90%,3%,2%,수학(가),2020.07.22,학력평가
2890,11,3,중하,3,86%,3%,6%,86%,3%,2%,수학(가),2020.07.22,학력평가
2891,12,5,중,3,73%,5%,8%,6%,8%,73%,수학(가),2020.07.22,학력평가
2892,13,1,중하,3,81%,81%,4%,6%,6%,3%,수학(가),2020.07.22,학력평가
2893,14,4,중,4,76%,8%,7%,5%,76%,4%,수학(가),2020.07.22,학력평가
2894,15,1,중하,4,81%,81%,3%,4%,3%,8%,수학(가),2020.07.22,학력평가
2895,16,3,중,4,66%,5%,10%,66%,11%,8%,수학(가),2020.07.22,학력평가
2896,17,4,중,4,71%,6%,7%,9%,71%,7%,수학(가),2020.07.22,학력평가
2897,18,2,중,4,77%,4%,77%,5%,8%,6%,수학(가),2020.07.22,학력평가
2898,19,1,중상,4,51%,51%,11%,16%,13%,10%,수학(가),2020.07.22,학력평가
2899,20,2,상,4,43%,11%,43%,13%,20%,13%,수학(가),2020.07.22,학력평가
2900,21,2,상,4,34%,5%,34%,11%,5%,46%,수학(가),2020.07.22,학력평가
2901,22,96,중하,3,87%,13% (주관식),,,,,수학(가),2020.07.22,학력평가
2902,23,60,중하,3,86%,14% (주관식),,,,,수학(가),2020.07.22,학력평가
2903,24,16,중,3,77%,23% (주관식),,,,,수학(가),2020.07.22,학력평가
2904,25,13,중하,3,80%,20% (주관식),,,,,수학(가),2020.07.22,학력평가
2905,26,5,상,4,45%,55% (주관식),,,,,수학(가),2020.07.22,학력평가
2906,27,12,상,4,39%,61% (주관식),,,,,수학(가),2020.07.22,학력평가
2907,28,327,최상,4,24%,76% (주관식),,,,,수학(가),2020.07.22,학력평가
2908,29,120,최상,4,19%,81% (주관식),,,,,수학(가),2020.07.22,학력평가
2909,30,48,최상,4,5%,95% (주관식),,,,,수학(가),2020.07.22,학력평가
2910,1,3,하,2,92%,2%,2%,92%,3%,1%,수학(나),2020.07.22,학력평가
2911,2,2,중하,2,87%,2%,87%,7%,2%,1%,수학(나),2020.07.22,학력평가
2912,3,5,하,2,91%,2%,2%,2%,2%,91%,수학(나),2020.07.22,학력평가
2913,4,3,중하,3,85%,2%,3%,85%,7%,3%,수학(나),2020.07.22,학력평가
